word,type,syllables,joint_syllables
boscorodire,substantiv,[],not-found
boscorodit,adjectiv,"['bos', 'co', 'ro', 'dít']",bos-co-ro-dít
boscorodit,substantiv,"['bos', 'co', 'ro', 'dít']",bos-co-ro-dít
boșiman,substantiv,"['bo', 'şi', 'mán']",bo-şi-mán
boșimană,substantiv,"['bo', 'şi', 'má', 'na']",bo-şi-má-na
bosma,substantiv,[],not-found
bosniac,adjectiv,"['bos', 'ni', 'ác']",bos-ni-ác
bosniac,substantiv,"['bos', 'ni', 'ác']",bos-ni-ác
bosniacă,substantiv,"['bos', 'ni', 'á', 'ca']",bos-ni-á-ca
boșoalcă,substantiv,"['bo', 'şoál', 'ca']",bo-şoál-ca
boson,substantiv,"['bo', 'són']",bo-són
boșoroagă,substantiv,"['bo', 'şo', 'roá', 'ga']",bo-şo-roá-ga
boșorog,substantiv,"['bo', 'şo', 'róg']",bo-şo-róg
boșorogeală,substantiv,"['bo', 'şo', 'ro', 'geá', 'la']",bo-şo-ro-geá-la
boșorogi,verb,"['bo', 'şo', 'ro', 'gí', '(verb', '-', 'infinitiv', '/', 'verb', '-', 'perfectul', 'simplu)']",bo-şo-ro-gí-(verb---infinitiv-/-verb---perfectul-simplu)
boss,substantiv,[],not-found
bostan,substantiv,"['bos', 'tán']",bos-tán
bostană,substantiv,"['bos', 'tá', 'na']",bos-tá-na
bostănar,substantiv,"['bos', 'tă', 'nár']",bos-tă-nár
bostănărie,substantiv,"['bos', 'tă', 'nă', 'rí', 'e']",bos-tă-nă-rí-e
bostănel,substantiv,"['bos', 'tă', 'nél']",bos-tă-nél
bostangiu,substantiv,"['bos', 'tan', 'gíu']",bos-tan-gíu
bostănoasă,substantiv,"['bos', 'tă', 'noá', 'sa']",bos-tă-noá-sa
boștină,substantiv,"['boş', 'tí', 'na']",boş-tí-na
boston,substantiv,"['bos', 'tón', '(substantiv)']",bos-tón-(substantiv)
bostonian,adjectiv,"['bos', 'to', 'ni', 'án']",bos-to-ni-án
bostonian,substantiv,"['bos', 'to', 'ni', 'án']",bos-to-ni-án
bosuioc,adjectiv,[],not-found
bosumfla,verb,"['bo', 'sum', 'flá']",bo-sum-flá
bosumflare,substantiv,"['bo', 'sum', 'flá', 're']",bo-sum-flá-re
bosumflat,adjectiv,"['bo', 'sum', 'flát']",bo-sum-flát
bot,substantiv,['bot'],bot
boț,substantiv,['bot'],bot
botă,substantiv,"['bó', 'ta']",bó-ta
botanic,adjectiv,"['bo', 'tá', 'nic']",bo-tá-nic
botanică,substantiv,"['bo', 'tá', 'ni', 'ca']",bo-tá-ni-ca
botanieră,substantiv,"['bo', 'ta', 'ni', 'é', 'ra']",bo-ta-ni-é-ra
botanist,adjectiv,"['bo', 'ta', 'níst']",bo-ta-níst
botanistă,substantiv,"['bo', 'ta', 'nís', 'ta']",bo-ta-nís-ta
botaniza,verb,"['bo', 'ta', 'ni', 'zá']",bo-ta-ni-zá
botanizare,substantiv,"['bo', 'ta', 'ni', 'zá', 're']",bo-ta-ni-zá-re
botău,substantiv,[],not-found
botcă,substantiv,"['bót', 'ca']",bót-ca
botei,substantiv,"['bo', 'téi', '(substantiv)']",bo-téi-(substantiv)
botez,substantiv,"['bo', 'téz']",bo-téz
boteza,verb,"['bo', 'te', 'zá']",bo-te-zá
botezare,substantiv,[],not-found
botezat,adjectiv,"['bo', 'te', 'zát']",bo-te-zát
botezat,substantiv,"['bo', 'te', 'zát']",bo-te-zát
botezată,substantiv,"['bo', 'te', 'zá', 'tă']",bo-te-zá-tă
botfor,substantiv,"['bot', 'fór', '(substantiv)']",bot-fór-(substantiv)
botgros,substantiv,"['bot', 'grós']",bot-grós
boți,verb,"['bo', 'ţí']",bo-ţí
botină,substantiv,"['bo', 'tí', 'na']",bo-tí-na
boțire,substantiv,[],not-found
botișor,substantiv,"['bo', 'ti', 'şór']",bo-ti-şór
boțișor,substantiv,"['bo', 'ti', 'şór']",bo-ti-şór
boțit,adjectiv,"['bo', 'ţít']",bo-ţít
boțitură,substantiv,"['bo', 'ţi', 'tú', 'ra']",bo-ţi-tú-ra
boțman,substantiv,"['bóţ', 'man']",bóţ-man
botniță,substantiv,"['bót', 'ni', 'ţa']",bót-ni-ţa
botoasă,substantiv,"['bo', 'toá', 'să']",bo-toá-să
boțog,substantiv,"['bo', 'ţóg']",bo-ţóg
botos,adjectiv,"['bo', 'tós']",bo-tós
botos,substantiv,"['bo', 'tós']",bo-tós
botoșănean,adjectiv,"['bo', 'to', 'şă', 'neán']",bo-to-şă-neán
botoșănean,substantiv,"['bo', 'to', 'şă', 'neán']",bo-to-şă-neán
botoșăneană,substantiv,"['bo', 'to', 'şă', 'neá', 'nă']",bo-to-şă-neá-nă
botoșăneancă,substantiv,"['bo', 'to', 'şă', 'neán', 'ca']",bo-to-şă-neán-ca
botoșel,substantiv,[],not-found
botridie,substantiv,"['bo', 'trí', 'di', 'e']",bo-trí-di-e
botrie,substantiv,[],not-found
botriocefal,substantiv,"['bo', 'tri', 'o', 'ce', 'fál']",bo-tri-o-ce-fál
botriocefaloză,substantiv,"['bo', 'tri', 'o', 'ce', 'fa', 'ló', 'za']",bo-tri-o-ce-fa-ló-za
botulinic,adjectiv,"['bo', 'tu', 'lí', 'nic']",bo-tu-lí-nic
botulism,substantiv,"['bo', 'tu', 'lísm']",bo-tu-lísm
bou-de-mare,substantiv,"['bóu', 'de', 'má', 're']",bóu-de-má-re
bou,substantiv,['bou'],bou
bouar,substantiv,"['bo', 'uár']",bo-uár
boulean,substantiv,"['bo', 'u', 'leán']",bo-u-leán
bour,substantiv,"['bó', 'ur']",bó-ur
bourean,adjectiv,"['bo', 'u', 'reán']",bo-u-reán
bourel,adjectiv,"['bo', 'u', 'rél']",bo-u-rél
bourel,substantiv,"['bo', 'u', 'rél']",bo-u-rél
bouresc,adjectiv,"['bo', 'u', 'résc']",bo-u-résc
bourree,substantiv,[],not-found
boușor,substantiv,"['bo', 'u', 'şór']",bo-u-şór
bouț,substantiv,"['bo', 'úţ']",bo-úţ
bovarism,substantiv,"['bo', 'va', 'rísm']",bo-va-rísm
bovariza,verb,"['bo', 'va', 'ri', 'zá']",bo-va-ri-zá
bovarizare,substantiv,[],not-found
bovarizat,adjectiv,"['bo', 'va', 'ri', 'zát']",bo-va-ri-zát
bovid,substantiv,"['bo', 'víd']",bo-víd
bovideu,substantiv,[],not-found
bovin,adjectiv,"['bo', 'vín']",bo-vín
bovină,substantiv,"['bo', 'ví', 'nă']",bo-ví-nă
bovindou,substantiv,"['bo', 'vin', 'dóu']",bo-vin-dóu
bowling,substantiv,[],not-found
box,substantiv,['box'],box
boxă,substantiv,"['bo', 'xá', '(verb', '-', 'infinitiv', '/', 'verb', '-', 'imperfect)']",bo-xá-(verb---infinitiv-/-verb---imperfect)
boxa,verb,"['bo', 'xá', '(verb', '-', 'infinitiv', '/', 'verb', '-', 'imperfect)']",bo-xá-(verb---infinitiv-/-verb---imperfect)
boxare,substantiv,[],not-found
boxat,adjectiv,"['bo', 'xát']",bo-xát
boxat,substantiv,"['bo', 'xát']",bo-xát
boxer,substantiv,"['bo', 'xér']",bo-xér
boz,substantiv,['boz'],boz
bozie,substantiv,"['bó', 'zi', 'e']",bó-zi-e
brac,substantiv,['brac'],brac
braca,verb,"['bra', 'cá']",bra-cá
brăcaci,substantiv,"['bră', 'cáci']",bră-cáci
bracaj,substantiv,"['bra', 'cáj']",bra-cáj
bracare,substantiv,"['bra', 'cá', 're']",bra-cá-re
bracat,adjectiv,"['bra', 'cát']",bra-cát
brăcinar,substantiv,"['bră', 'ci', 'nár']",bră-ci-nár
bracona,verb,"['bra', 'co', 'ná']",bra-co-ná
braconaj,substantiv,"['bra', 'co', 'náj']",bra-co-náj
braconare,substantiv,[],not-found
braconat,adjectiv,"['bra', 'co', 'nát']",bra-co-nát
braconier,substantiv,"['bra', 'co', 'ni', 'ér']",bra-co-ni-ér
bracteat,adjectiv,"['brac', 'teát']",brac-teát
bractee,substantiv,"['brac', 'té', 'e']",brac-té-e
bracteolă,substantiv,"['brac', 'te', 'ó', 'la']",brac-te-ó-la
brăcui,verb,"['bră', 'cu', 'í']",bră-cu-í
brăcuit,adjectiv,"['bră', 'cu', 'ít']",bră-cu-ít
brad,substantiv,['brad'],brad
brădan,substantiv,[],not-found
brădățel,substantiv,"['bră', 'dă', 'ţél']",bră-dă-ţél
brădet,substantiv,"['bră', 'dét']",bră-dét
bradford,substantiv,[],not-found
bradiartrie,substantiv,"['bra', 'di', 'ar', 'trí', 'e']",bra-di-ar-trí-e
bradicardic,adjectiv,"['bra', 'di', 'cár', 'dic']",bra-di-cár-dic
bradicardie,substantiv,"['bra', 'di', 'car', 'dí', 'e']",bra-di-car-dí-e
bradichinezie,substantiv,"['bra', 'di', 'chi', 'ne', 'zí', 'e']",bra-di-chi-ne-zí-e
bradifazie,substantiv,"['bra', 'di', 'fa', 'zí', 'e']",bra-di-fa-zí-e
bradifemie,substantiv,[],not-found
bradifrenie,substantiv,[],not-found
bradikinezie,substantiv,[],not-found
bradilalie,substantiv,"['bra', 'di', 'la', 'lí', 'e']",bra-di-la-lí-e
bradimenoree,substantiv,[],not-found
bradipepsie,substantiv,"['bra', 'di', 'pep', 'sí', 'e']",bra-di-pep-sí-e
bradipsihie,substantiv,"['bra', 'dip', 'si', 'hí', 'e']",bra-dip-si-hí-e
brădiș,substantiv,"['bră', 'díş']",bră-díş
brădișor,substantiv,"['bră', 'di', 'şór']",bră-di-şór
bradt,substantiv,['bradt'],bradt
brădui,substantiv,"['bră', 'dúi']",bră-dúi
brăduleț,substantiv,"['bră', 'du', 'léţ']",bră-du-léţ
brădulete,substantiv,[],not-found
brăduț,substantiv,"['bră', 'dúţ']",bră-dúţ
bragă,substantiv,"['brá', 'ga']",brá-ga
bragagerie,substantiv,"['bra', 'ga', 'ge', 'rí', 'e']",bra-ga-ge-rí-e
bragagiu,substantiv,"['bra', 'ga', 'gíu']",bra-ga-gíu
braghină,substantiv,"['brá', 'ghi', 'na']",brá-ghi-na
brâglă,substantiv,"['brấ', 'gla']",brấ-gla
brahă,substantiv,"['brá', 'ha']",brá-ha
brăhărie,substantiv,[],not-found
brahial,adjectiv,"['bra', 'hi', 'ál']",bra-hi-ál
brahialgie,substantiv,[],not-found
brahiblast,substantiv,[],not-found
brahicefal,adjectiv,"['bra', 'hi', 'ce', 'fál']",bra-hi-ce-fál
brahicefal,substantiv,"['bra', 'hi', 'ce', 'fál']",bra-hi-ce-fál
brahicefalie,substantiv,"['bra', 'hi', 'ce', 'fa', 'lí', 'e']",bra-hi-ce-fa-lí-e
brahidactilie,substantiv,[],not-found
brahilogie,substantiv,"['bra', 'hi', 'lo', 'gí', 'e']",bra-hi-lo-gí-e
brahiopod,substantiv,"['bra', 'hi', 'o', 'pód']",bra-hi-o-pód
brahischelie,substantiv,[],not-found
brahistocronă,substantiv,"['bra', 'his', 'to', 'cró', 'na']",bra-his-to-cró-na
brahma,substantiv,[],not-found
brahman,substantiv,"['brah', 'mán']",brah-mán
brahmană,substantiv,"['brah', 'má', 'na']",brah-má-na
brahmanic,adjectiv,"['brah', 'má', 'nic']",brah-má-nic
brahmanism,substantiv,"['brah', 'ma', 'nísm']",brah-ma-nísm
brahmină,substantiv,[],not-found
brăhni,verb,"['brăh', 'ní']",brăh-ní
braică,substantiv,[],not-found
brăilean,adjectiv,"['bră', 'i', 'leán']",bră-i-leán
brăilean,substantiv,"['bră', 'i', 'leán']",bră-i-leán
brăileană,substantiv,"['bră', 'i', 'leá', 'nă']",bră-i-leá-nă
brăileancă,substantiv,"['bră', 'i', 'leán', 'ca']",bră-i-leán-ca
brainstorming,substantiv,[],not-found
bramă,substantiv,"['brá', 'ma']",brá-ma
brambureală,substantiv,"['bram', 'bu', 'reá', 'la']",bram-bu-reá-la
bramburi,verb,[],not-found
bramburit,adjectiv,[],not-found
brână,substantiv,"['brấ', 'na']",brấ-na
brâncă,substantiv,"['brấn', 'ca']",brấn-ca
brancardă,substantiv,"['bran', 'cár', 'da']",bran-cár-da
brancardier,substantiv,"['bran', 'car', 'di', 'ér']",bran-car-di-ér
brancardieră,substantiv,"['bran', 'car', 'di', 'é', 'ra']",bran-car-di-é-ra
brâncariță,substantiv,"['brân', 'cá', 'ri', 'ţa']",brân-cá-ri-ţa
brânci,substantiv,"['brân', 'cí', '(verb', '-', 'infinitiv', '/', 'verb', '-', 'perfectul', 'simplu)']",brân-cí-(verb---infinitiv-/-verb---perfectul-simplu)
brânci,verb,"['brân', 'cí', '(verb', '-', 'infinitiv', '/', 'verb', '-', 'perfectul', 'simplu)']",brân-cí-(verb---infinitiv-/-verb---perfectul-simplu)
branciog,substantiv,"['bran', 'cióg']",bran-cióg
brâncovenesc,adjectiv,"['brân', 'co', 've', 'nésc']",brân-co-ve-nésc
brăncușian,adjectiv,"['brân', 'cu', 'şi', 'án']",brân-cu-şi-án
brâncușian,adjectiv,"['brân', 'cu', 'şi', 'án']",brân-cu-şi-án
brâncuță,substantiv,"['brân', 'cú', 'ţa']",brân-cú-ţa
brand,substantiv,['brand'],brand
brandenburg,substantiv,"['bran', 'den', 'búrg']",bran-den-búrg
brandenburghez,adjectiv,"['bran', 'den', 'bur', 'ghéz']",bran-den-bur-ghéz
brandenburgic,adjectiv,"['bran', 'den', 'búr', 'gic']",bran-den-búr-gic
brândușă,substantiv,"['brân', 'dú', 'şa']",brân-dú-şa
brândușea,substantiv,"['brân', 'du', 'şeá']",brân-du-şeá
brândușiță,substantiv,"['brân', 'du', 'şí', 'ţa']",brân-du-şí-ţa
brâneț,substantiv,"['brâ', 'néţ']",brâ-néţ
branhial,adjectiv,"['bran', 'hi', 'ál']",bran-hi-ál
branhie,substantiv,"['brán', 'hi', 'e']",brán-hi-e
braniște,substantiv,"['brá', 'niş', 'te']",brá-niş-te
branșă,substantiv,"['bran', 'şá', '(verb', '-', 'infinitiv', '/', 'verb', '-', 'imperfect)']",bran-şá-(verb---infinitiv-/-verb---imperfect)
branșa,verb,"['bran', 'şá', '(verb', '-', 'infinitiv', '/', 'verb', '-', 'imperfect)']",bran-şá-(verb---infinitiv-/-verb---imperfect)
branșament,substantiv,"['bran', 'şa', 'mént']",bran-şa-mént
branșare,substantiv,[],not-found
branșat,adjectiv,"['bran', 'şát']",bran-şát
branșat,substantiv,"['bran', 'şát']",bran-şát
branț,substantiv,['branţ'],branţ
brânză,substantiv,"['brấn', 'za']",brấn-za
brânzar,substantiv,"['brân', 'zár']",brân-zár
brânzărie,substantiv,"['brân', 'ză', 'rí', 'e']",brân-ză-rí-e
brânzet,substantiv,[],not-found
brânzi,verb,"['brân', 'zí']",brân-zí
brânzire,substantiv,[],not-found
brânzit,adjectiv,"['brân', 'zít']",brân-zít
brânzoaică,substantiv,"['brân', 'zoái', 'ca']",brân-zoái-ca
brânzos,adjectiv,"['brân', 'zós']",brân-zós
bras,substantiv,['bras'],bras
brasa,verb,"['bra', 'sá']",bra-sá
brasaj,substantiv,"['bra', 'sáj']",bra-sáj
brasardă,substantiv,"['bra', 'sár', 'da']",bra-sár-da
brasat,adjectiv,"['bra', 'sát']",bra-sát
braserie,substantiv,"['bra', 'se', 'rí', 'e']",bra-se-rí-e
brasieră,substantiv,"['bra', 'si', 'é', 'ra']",bra-si-é-ra
brasist,adjectiv,"['bra', 'síst']",bra-síst
brașoavă,substantiv,"['bra', 'şoá', 'va']",bra-şoá-va
brașov,substantiv,[],not-found
brașovean,adjectiv,"['bra', 'şo', 'veán']",bra-şo-veán
brașovean,substantiv,"['bra', 'şo', 'veán']",bra-şo-veán
brașoveană,substantiv,"['bra', 'şo', 'veá', 'na']",bra-şo-veá-na
brașoveancă,substantiv,"['bra', 'şo', 'veán', 'ca']",bra-şo-veán-ca
brașovenesc,adjectiv,"['bra', 'şo', 've', 'nésc']",bra-şo-ve-nésc
brașovenie,substantiv,"['bra', 'şo', 've', 'ní', 'e']",bra-şo-ve-ní-e
braț,substantiv,['braţ'],braţ
brața,verb,"['bra', 'ţá']",bra-ţá
brățară,substantiv,"['bra', 'ţá', 'ră']",bra-ţá-ră
brațat,adjectiv,"['bra', 'ţát']",bra-ţát
brățea,substantiv,"['bră', 'ţeá']",bră-ţeá
brațetă,substantiv,"['bra', 'ţé', 'ta']",bra-ţé-ta
brățișor,substantiv,"['bră', 'ţi', 'şór']",bră-ţi-şór
brâu,substantiv,['brâu'],brâu
brâuleț,substantiv,"['brâ', 'u', 'léţ']",brâ-u-léţ
braunit,substantiv,"['brau', 'nít']",brau-nít
brâușor,substantiv,"['brâ', 'u', 'şór']",brâ-u-şór
brav,adjectiv,['brav'],brav
brav,substantiv,['brav'],brav
brava,verb,"['bra', 'vá']",bra-vá
bravadă,substantiv,"['bra', 'vá', 'da']",bra-vá-da
bravare,substantiv,[],not-found
bravat,adjectiv,"['bra', 'vát']",bra-vát
bravură,substantiv,"['bra', 'vú', 'ra']",bra-vú-ra
braza,verb,"['bra', 'zá']",bra-zá
brazat,adjectiv,"['bra', 'zát']",bra-zát
brazdă,substantiv,"['bráz', 'da']",bráz-da
brăzda,verb,"['bráz', 'da']",bráz-da
brăzdar,substantiv,"['brăz', 'dár']",brăz-dár
brăzdare,substantiv,"['brăz', 'dá', 're']",brăz-dá-re
brăzdat,adjectiv,"['brăz', 'dát']",brăz-dát
brăzdat,substantiv,"['brăz', 'dát']",brăz-dát
brăzdătură,substantiv,"['brăz', 'dă', 'tú', 'ra']",brăz-dă-tú-ra
brăzdui,verb,"['brăz', 'du', 'í']",brăz-du-í
brăzduire,substantiv,"['brăz', 'du', 'í', 're']",brăz-du-í-re
brăzduit,adjectiv,"['brăz', 'du', 'ít']",brăz-du-ít
brazilian,adjectiv,"['bra', 'zi', 'li', 'án']",bra-zi-li-án
brazilian,substantiv,"['bra', 'zi', 'li', 'án']",bra-zi-li-án
braziliană,substantiv,"['bra', 'zi', 'li', 'á', 'na']",bra-zi-li-á-na
braziliancă,substantiv,"['bra', 'zi', 'li', 'án', 'ca']",bra-zi-li-án-ca
brăzișori,substantiv,[],not-found
breabăn,substantiv,"['breá', 'băn']",breá-băn
break,substantiv,[],not-found
breakfast,substantiv,[],not-found
breaslă,substantiv,"['breás', 'la']",breás-la
breaz,adjectiv,['breaz'],breaz
breb,substantiv,['breb'],breb
brebenea,substantiv,"['bre', 'be', 'neá']",bre-be-neá
brebenel,adjectiv,"['bre', 'be', 'nél']",bre-be-nél
brebenel,substantiv,"['bre', 'be', 'nél']",bre-be-nél
brebenoc,substantiv,"['bre', 'be', 'nóc']",bre-be-nóc
brec,substantiv,['brec'],brec
brecie,substantiv,"['bré', 'ci', 'e']",bré-ci-e
bregmă,substantiv,"['brég', 'ma']",brég-ma
brei,substantiv,['brei'],brei
brelan,substantiv,"['bre', 'lán']",bre-lán
breloc,substantiv,"['bre', 'lóc']",bre-lóc
breșă,substantiv,"['bré', 'şa']",bré-şa
breslaș,substantiv,"['bres', 'láş']",bres-láş
bretea,substantiv,"['bre', 'teá']",bre-teá
bretelă,substantiv,"['bre', 'té', 'la']",bre-té-la
breton,adjectiv,"['bre', 'tón']",bre-tón
breton,substantiv,"['bre', 'tón']",bre-tón
bretonă,substantiv,"['bre', 'tó', 'na']",bre-tó-na
brevă,substantiv,"['bré', 'va']",bré-va
brevet,substantiv,"['bre', 'vét']",bre-vét
breveta,verb,"['bre', 've', 'tá']",bre-ve-tá
brevetabil,adjectiv,"['bre', 've', 'tá', 'bil']",bre-ve-tá-bil
brevetare,substantiv,"['bre', 've', 'tá', 're']",bre-ve-tá-re
brevetat,adjectiv,"['bre', 've', 'tát']",bre-ve-tát
brevetat,substantiv,"['bre', 've', 'tát']",bre-ve-tát
breviar,substantiv,"['bre', 'vi', 'ár']",bre-vi-ár
brevignatism,substantiv,[],not-found
brevilin,substantiv,"['bre', 'vi', 'lín']",bre-vi-lín
brevilocvent,adjectiv,"['bre', 'vi', 'loc', 'vént']",bre-vi-loc-vént
brevilocvență,substantiv,"['bre', 'vi', 'loc', 'vén', 'tă']",bre-vi-loc-vén-tă
brevitate,substantiv,"['bre', 'vi', 'tá', 'te']",bre-vi-tá-te
breza,verb,"['bre', 'zá']",bre-zá
brezaie,substantiv,"['bre', 'zá', 'ie']",bre-zá-ie
bria,verb,"['bri', 'á', '(verb', '-', 'infinitiv', '/', 'verb', '-', 'imperfect)']",bri-á-(verb---infinitiv-/-verb---imperfect)
briant,adjectiv,"['bri', 'ánt']",bri-ánt
brianță,substantiv,"['bri', 'án', 'tă']",bri-án-tă
briantină,substantiv,"['bri', 'an', 'tí', 'na']",bri-an-tí-na
bric,substantiv,['bric'],bric
bricabrac,substantiv,"['bri', 'ca', 'brác']",bri-ca-brác
briceag,substantiv,"['bri', 'ceág']",bri-ceág
brichetă,substantiv,"['bri', 'che', 'tá', '(verb', '-', 'infinitiv', '/', 'verb', '-', 'imperfect)']",bri-che-tá-(verb---infinitiv-/-verb---imperfect)
bricheta,verb,"['bri', 'che', 'tá', '(verb', '-', 'infinitiv', '/', 'verb', '-', 'imperfect)']",bri-che-tá-(verb---infinitiv-/-verb---imperfect)
brichetaj,substantiv,"['bri', 'che', 'táj']",bri-che-táj
brichetare,substantiv,"['bri', 'che', 'tá', 're']",bri-che-tá-re
brichetat,adjectiv,"['bri', 'che', 'tát']",bri-che-tát
brichetator,substantiv,"['bri', 'che', 'ta', 'tór']",bri-che-ta-tór
brici,substantiv,['brici'],brici
bricolă,substantiv,"['bri', 'co', 'lá', '(verb', '-', 'infinitiv', '/', 'verb', '-', 'imperfect)']",bri-co-lá-(verb---infinitiv-/-verb---imperfect)
bricola,verb,"['bri', 'co', 'lá', '(verb', '-', 'infinitiv', '/', 'verb', '-', 'imperfect)']",bri-co-lá-(verb---infinitiv-/-verb---imperfect)
bricolaj,substantiv,"['bri', 'co', 'láj']",bri-co-láj
bricolare,substantiv,[],not-found
bricolat,adjectiv,"['bri', 'co', 'lát']",bri-co-lát
bricoler,substantiv,"['bri', 'co', 'lér']",bri-co-lér
bricui,verb,"['bri', 'cu', 'í']",bri-cu-í
bridă,substantiv,"['brí', 'da']",brí-da
bridge,substantiv,[],not-found
bridgist,adjectiv,"['brid', 'gíst']",brid-gíst
brie,substantiv,"['bri', 'é', '(verb', '-', 'perfectul', 'simplu)']",bri-é-(verb---perfectul-simplu)
briefing,substantiv,[],not-found
briere,substantiv,[],not-found
brigadă,substantiv,"['bri', 'gá', 'da']",bri-gá-da
brigadier,substantiv,"['bri', 'ga', 'di', 'ér']",bri-ga-di-ér
brigadieră,substantiv,"['bri', 'ga', 'di', 'é', 'ra']",bri-ga-di-é-ra
brigand,substantiv,"['bri', 'gánd']",bri-gánd
brigandaj,substantiv,"['bri', 'gan', 'dáj']",bri-gan-dáj
brigantină,substantiv,"['bri', 'gan', 'tí', 'na']",bri-gan-tí-na
brighidău,substantiv,"['bri', 'ghi', 'dắu']",bri-ghi-dắu
brilănțel,substantiv,[],not-found
briliant,adjectiv,"['bri', 'li', 'ánt']",bri-li-ánt
briliant,substantiv,"['bri', 'li', 'ánt']",bri-li-ánt
briliantină,substantiv,"['bri', 'li', 'an', 'tí', 'nă']",bri-li-an-tí-nă
brio,substantiv,"['brí', 'o']",brí-o
brioală,substantiv,"['bri', 'oá', 'la']",bri-oá-la
briofită,substantiv,"['bri', 'o', 'fí', 'ta']",bri-o-fí-ta
briolog,substantiv,"['brio', 'lóg']",brio-lóg
brioșă,substantiv,"['bri', 'ó', 'şa']",bri-ó-şa
briozoar,substantiv,"['bri', 'o', 'zo', 'ár']",bri-o-zo-ár
brișcă,substantiv,"['bríş', 'ca']",bríş-ca
bristol,substantiv,"['brís', 'tol']",brís-tol
britan,substantiv,[],not-found
britani,substantiv,"['bri', 'táni']",bri-táni
britanic,adjectiv,"['bri', 'tá', 'nic']",bri-tá-nic
britanic,substantiv,"['bri', 'tá', 'nic']",bri-tá-nic
britanică,substantiv,"['bri', 'tá', 'ni', 'ca']",bri-tá-ni-ca
briton,substantiv,[],not-found
britonic,adjectiv,[],not-found
briză,substantiv,"['brí', 'za']",brí-za
brizant,adjectiv,"['bri', 'zánt']",bri-zánt
brizant,substantiv,"['bri', 'zánt']",bri-zánt
brizantă,substantiv,"['bri', 'zán', 'tă']",bri-zán-tă
brizanță,substantiv,"['bri', 'zán', 'tă']",bri-zán-tă
brizbiz,substantiv,"['briz', 'bíz']",briz-bíz
brizură,substantiv,"['bri', 'zú', 'ra']",bri-zú-ra
broancă,substantiv,[],not-found
broască-țestoasă,substantiv,"['broás', 'ca', 'ţes', 'toá', 'să']",broás-ca-ţes-toá-să
broască,substantiv,"['broás', 'ca']",broás-ca
broatec,substantiv,"['broá', 'tec']",broá-tec
broboadă,substantiv,"['bro', 'boá', 'da']",bro-boá-da
broboană,substantiv,"['bro', 'boá', 'na']",bro-boá-na
brobona,verb,[],not-found
brobonat,adjectiv,[],not-found
broboni,verb,"['bro', 'bo', 'ní']",bro-bo-ní
brobonit,adjectiv,"['bro', 'bo', 'nít']",bro-bo-nít
brocart,substantiv,"['bro', 'cárt']",bro-cárt
brocat,substantiv,[],not-found
broccoli,substantiv,[],not-found
brod,substantiv,[],not-found
broda,verb,"['bro', 'dá']",bro-dá
brodare,substantiv,"['bro', 'dá', 're']",bro-dá-re
brodat,adjectiv,"['bro', 'dát']",bro-dát
brodat,substantiv,"['bro', 'dát']",bro-dát
brodeală,substantiv,"['bro', 'deá', 'la']",bro-deá-la
broder,substantiv,"['bro', 'dér']",bro-dér
broderie,substantiv,"['bro', 'de', 'rí', 'e']",bro-de-rí-e
brodeză,substantiv,"['bro', 'dé', 'za']",bro-dé-za
brodi,verb,"['bro', 'dí']",bro-dí
brodit,adjectiv,"['bro', 'dít']",bro-dít
brodnic,substantiv,[],not-found
brodnici,substantiv,"['bród', 'nici']",bród-nici
broker,substantiv,"['bró', 'ker']",bró-ker
brokeraj,substantiv,"['bro', 'ke', 'ráj']",bro-ke-ráj
brom,substantiv,['brom'],brom
bromat,substantiv,"['bro', 'mát']",bro-mát
bromeliacee,substantiv,[],not-found
bromhidric,adjectiv,"['brom', 'hí', 'dric']",brom-hí-dric
bromic,adjectiv,"['bró', 'mic']",bró-mic
bromism,substantiv,"['bro', 'mísm']",bro-mísm
bromocet,substantiv,"['bro', 'mo', 'cét']",bro-mo-cét
bromoform,substantiv,"['bro', 'mo', 'fórm']",bro-mo-fórm
bromură,substantiv,"['bro', 'mú', 'ra']",bro-mú-ra
bromural,adjectiv,"['bro', 'mu', 'rál']",bro-mu-rál
bronhial,adjectiv,"['bron', 'hi', 'ál']",bron-hi-ál
bronhic,adjectiv,"['brón', 'hic']",brón-hic
bronhie,substantiv,"['brón', 'hi', 'e']",brón-hi-e
bronhiolă,substantiv,"['bron', 'hi', 'ó', 'la']",bron-hi-ó-la
bronhiolită,substantiv,[],not-found
bronhoaspirație,substantiv,[],not-found
bronhocel,substantiv,[],not-found
bronhoconstricție,substantiv,[],not-found
bronhoconstrictor,adjectiv,[],not-found
bronhodilatație,substantiv,[],not-found
bronhodilatator,adjectiv,[],not-found
bronhogen,adjectiv,[],not-found
bronhografie,substantiv,"['bron', 'ho', 'gra', 'fí', 'e']",bron-ho-gra-fí-e
bronhogramă,substantiv,[],not-found
bronholit,substantiv,[],not-found
bronhologic,adjectiv,"['bron', 'ho', 'ló', 'gic']",bron-ho-ló-gic
bronhologie,substantiv,"['bron', 'ho', 'lo', 'gí', 'e']",bron-ho-lo-gí-e
bronhopatie,substantiv,[],not-found
bronhoplastie,substantiv,[],not-found
bronhopneumonie,substantiv,"['bron', 'hop', 'ne', 'u', 'mo', 'ní', 'e']",bron-hop-ne-u-mo-ní-e
bronhopneumopatie,substantiv,[],not-found
