word,type,syllables,joint_syllables
anrobare,substantiv,"['an', 'ro', 'bá', 're']",an-ro-bá-re
anrobat,adjectiv,"['an', 'ro', 'bát']",an-ro-bát
anrocament,substantiv,"['an', 'ro', 'ca', 'mént']",an-ro-ca-mént
ansă,substantiv,"['án', 'sa']",án-sa
ansamblu,substantiv,"['an', 'sám', 'blu']",an-sám-blu
anseriform,adjectiv,[],not-found
anseriforme,substantiv,"['an', 'se', 'ri', 'fór', 'me']",an-se-ri-fór-me
anșoa,substantiv,"['an', 'şoá']",an-şoá
antă,substantiv,"['án', 'ta']",án-ta
antablament,substantiv,"['an', 'ta', 'bla', 'mént']",an-ta-bla-mént
antagonic,adjectiv,"['an', 'ta', 'gó', 'nic']",an-ta-gó-nic
antagonism,substantiv,"['an', 'ta', 'go', 'nísm']",an-ta-go-nísm
antagonist,adjectiv,"['an', 'ta', 'go', 'níst']",an-ta-go-níst
antagoniza,verb,"['an', 'ta', 'go', 'ni', 'zá']",an-ta-go-ni-zá
antagonizare,substantiv,[],not-found
antagonizat,adjectiv,"['an', 'ta', 'go', 'ni', 'zát']",an-ta-go-ni-zát
antal,substantiv,"['an', 'tál']",an-tál
antalgic,adjectiv,"['an', 'tál', 'gic']",an-tál-gic
antalgic,substantiv,"['an', 'tál', 'gic']",an-tál-gic
antama,verb,"['an', 'ta', 'má']",an-ta-má
antamare,substantiv,"['an', 'ta', 'má', 're']",an-ta-má-re
antamat,adjectiv,"['an', 'ta', 'mát']",an-ta-mát
antanaclază,substantiv,"['an', 'ta', 'na', 'clá', 'za']",an-ta-na-clá-za
antantă,substantiv,"['an', 'tán', 'ta']",an-tán-ta
antarctic,adjectiv,"['an', 'tárc', 'tic']",an-tárc-tic
antebelic,adjectiv,"['an', 'te', 'bé', 'lic']",an-te-bé-lic
antebraț,substantiv,"['an', 'te', 'bráţ']",an-te-bráţ
antecalcul,substantiv,"['an', 'te', 'cál', 'cul']",an-te-cál-cul
antecalcula,verb,"['an', 'te', 'cal', 'cu', 'lá']",an-te-cal-cu-lá
antecalculat,adjectiv,"['an', 'te', 'cal', 'cu', 'lát']",an-te-cal-cu-lát
antecalculație,substantiv,"['an', 'te', 'cal', 'cu', 'lá', 'ţi', 'e']",an-te-cal-cu-lá-ţi-e
antecameră,substantiv,"['an', 'te', 'cá', 'me', 'ra']",an-te-cá-me-ra
antecedent,adjectiv,"['an', 'te', 'ce', 'dént']",an-te-ce-dént
antecedent,substantiv,"['an', 'te', 'ce', 'dént']",an-te-ce-dént
antecedență,substantiv,"['an', 'te', 'ce', 'dén', 'tă']",an-te-ce-dén-tă
antecesoare,substantiv,"['an', 'te', 'ce', 'soá', 're']",an-te-ce-soá-re
antecesor,substantiv,"['an', 'te', 'ce', 'sór']",an-te-ce-sór
antedată,substantiv,"['an', 'te', 'da', 'tá', '(verb', '-', 'infinitiv', '/', 'verb', '-', 'imperfect)']",an-te-da-tá-(verb---infinitiv-/-verb---imperfect)
antedata,verb,"['an', 'te', 'da', 'tá', '(verb', '-', 'infinitiv', '/', 'verb', '-', 'imperfect)']",an-te-da-tá-(verb---infinitiv-/-verb---imperfect)
antedatare,substantiv,"['an', 'te', 'da', 'tá', 're']",an-te-da-tá-re
antedatat,adjectiv,"['an', 'te', 'da', 'tát']",an-te-da-tát
antediluvian,adjectiv,"['an', 'te', 'di', 'lu', 'vi', 'án']",an-te-di-lu-vi-án
anteflexiune,substantiv,"['an', 'te', 'fle', 'xiú', 'ne']",an-te-fle-xiú-ne
antegardă,substantiv,"['an', 'te', 'gár', 'da']",an-te-gár-da
anteislamic,adjectiv,"['an', 'teis', 'lá', 'mic']",an-teis-lá-mic
antemăsurătoare,substantiv,"['an', 'te', 'mă', 'su', 'ră', 'toá', 're']",an-te-mă-su-ră-toá-re
antemergător,adjectiv,[],not-found
antemergător,substantiv,[],not-found
antemeridian,adjectiv,"['an', 'te', 'me', 'ri', 'di', 'án']",an-te-me-ri-di-án
antenă,substantiv,"['an', 'té', 'na']",an-té-na
antenat,substantiv,"['an', 'te', 'nát']",an-te-nát
antenatal,adjectiv,"['an', 'te', 'na', 'tál']",an-te-na-tál
antenist,substantiv,"['an', 'te', 'níst']",an-te-níst
antepenultim,adjectiv,"['an', 'te', 'pe', 'núl', 'tim']",an-te-pe-núl-tim
anteport,substantiv,"['an', 'te', 'pórt']",an-te-pórt
antepoziție,substantiv,"['an', 'te', 'po', 'zí', 'ţi', 'e']",an-te-po-zí-ţi-e
antepreșcolar,adjectiv,"['an', 'te', 'preş', 'co', 'lár']",an-te-preş-co-lár
anteprogramat,adjectiv,"['an', 'te', 'pro', 'gra', 'mát']",an-te-pro-gra-mát
anteproiect,substantiv,"['an', 'te', 'pro', 'iéct']",an-te-pro-iéct
antepune,verb,"['an', 'te', 'pú', 'ne']",an-te-pú-ne
antepunere,substantiv,"['an', 'te', 'pú', 'ne', 're']",an-te-pú-ne-re
antepus,adjectiv,"['an', 'te', 'pús']",an-te-pús
anteră,substantiv,"['an', 'té', 'ra']",an-té-ra
antereu,substantiv,[],not-found
anterevoluționar,adjectiv,[],not-found
anteridie,substantiv,"['an', 'te', 'rí', 'di', 'e']",an-te-rí-di-e
anterior,adjectiv,"['an', 'te', 'ri', 'ór']",an-te-ri-ór
anterioritate,substantiv,"['an', 'te', 'ri', 'o', 'ri', 'tá', 'te']",an-te-ri-o-ri-tá-te
anteriu,substantiv,"['an', 'te', 'ríu']",an-te-ríu
anteroposterior,adjectiv,[],not-found
anterozoid,substantiv,"['an', 'te', 'ro', 'zo', 'íd']",an-te-ro-zo-íd
antestepă,substantiv,"['an', 'tes', 'té', 'pa']",an-tes-té-pa
antet,substantiv,"['an', 'tét']",an-tét
antetitlu,substantiv,"['an', 'te', 'tí', 'tlu']",an-te-tí-tlu
antetren,substantiv,"['an', 'te', 'trén']",an-te-trén
anteversiune,substantiv,[],not-found
antevorbitoare,substantiv,"['an', 'te', 'vor', 'bi', 'toá', 're']",an-te-vor-bi-toá-re
antevorbitor,substantiv,"['an', 'te', 'vor', 'bi', 'tór']",an-te-vor-bi-tór
anteză,substantiv,[],not-found
anti-comunist,adjectiv,[],not-found
anti-românesc,adjectiv,[],not-found
anti-sex,substantiv,[],not-found
antiacademic,adjectiv,"['an', 'ti', 'a', 'ca', 'dé', 'mic']",an-ti-a-ca-dé-mic
antiacid,adjectiv,[],not-found
antiaerian,adjectiv,"['an', 'ti', 'a', 'e', 'ri', 'án']",an-ti-a-e-ri-án
antialcoolic,adjectiv,"['an', 'ti', 'al', 'co', 'ó', 'lic']",an-ti-al-co-ó-lic
antialcoolism,substantiv,"['an', 'ti', 'al', 'co', 'o', 'lísm']",an-ti-al-co-o-lísm
antialergic,adjectiv,"['an', 'ti', 'a', 'lér', 'gic']",an-ti-a-lér-gic
antiamerican,adjectiv,"['an', 'ti', 'a', 'me', 'ri', 'cán']",an-ti-a-me-ri-cán
antiamericanism,substantiv,"['an', 'ti', 'a', 'me', 'ri', 'ca', 'nísm']",an-ti-a-me-ri-ca-nísm
antianginos,adjectiv,[],not-found
antianticorp,substantiv,"['an', 'tian', 'ti', 'córp']",an-tian-ti-córp
antiapoplectic,adjectiv,"['an', 'ti', 'a', 'po', 'pléc', 'tic']",an-ti-a-po-pléc-tic
antiaristocratic,adjectiv,"['an', 'ti', 'a', 'ris', 'to', 'crá', 'tic']",an-ti-a-ris-to-crá-tic
antiartă,substantiv,"['an', 'ti', 'ár', 'ta']",an-ti-ár-ta
antiartistic,adjectiv,"['an', 'ti', 'ar', 'tís', 'tic']",an-ti-ar-tís-tic
antiasmatic,adjectiv,[],not-found
antiastmatic,adjectiv,"['an', 'ti', 'ast', 'má', 'tic']",an-ti-ast-má-tic
antiastmatic,substantiv,"['an', 'ti', 'ast', 'má', 'tic']",an-ti-ast-má-tic
antiaterogen,adjectiv,[],not-found
antiatom,substantiv,"['an', 'ti', 'a', 'tóm']",an-ti-a-tóm
antiatomic,adjectiv,"['an', 'ti', 'a', 'tó', 'mic']",an-ti-a-tó-mic
antibacterian,adjectiv,"['an', 'ti', 'bac', 'te', 'rián']",an-ti-bac-te-rián
antibacterian,substantiv,"['an', 'ti', 'bac', 'te', 'rián']",an-ti-bac-te-rián
antibalistic,adjectiv,[],not-found
antibiogramă,substantiv,"['an', 'ti', 'bi', 'o', 'grá', 'ma']",an-ti-bi-o-grá-ma
antibioterapie,substantiv,[],not-found
antibiotic,adjectiv,"['an', 'ti', 'bi', 'ó', 'tic']",an-ti-bi-ó-tic
antibiotic,substantiv,"['an', 'ti', 'bi', 'ó', 'tic']",an-ti-bi-ó-tic
antibioză,substantiv,"['an', 'ti', 'bi', 'ó', 'za']",an-ti-bi-ó-za
antiblastic,adjectiv,[],not-found
antibolșevic,adjectiv,[],not-found
antibolșevic,substantiv,[],not-found
antibolșevică,substantiv,[],not-found
antibonjurism,substantiv,[],not-found
antibonjurist,adjectiv,[],not-found
antibotulinic,adjectiv,[],not-found
antibronșitic,adjectiv,"['an', 'ti', 'bron', 'şí', 'tic']",an-ti-bron-şí-tic
antiburghez,adjectiv,"['an', 'ti', 'bur', 'ghéz']",an-ti-bur-ghéz
antic,adjectiv,"['an', 'tíc']",an-tíc
antică,substantiv,"['an', 'tí', 'că']",an-tí-că
anticalofil,adjectiv,"['an', 'ti', 'ca', 'lo', 'fíl']",an-ti-ca-lo-fíl
anticalofil,substantiv,"['an', 'ti', 'ca', 'lo', 'fíl']",an-ti-ca-lo-fíl
anticalofilă,substantiv,"['an', 'ti', 'ca', 'lo', 'fí', 'la']",an-ti-ca-lo-fí-la
anticalofilie,substantiv,"['an', 'ti', 'ca', 'lo', 'fi', 'lí', 'e']",an-ti-ca-lo-fi-lí-e
anticalofilism,substantiv,[],not-found
anticaloric,adjectiv,[],not-found
anticameră,substantiv,"['an', 'ti', 'cá', 'me', 'ra']",an-ti-cá-me-ra
anticancer,adjectiv,"['an', 'ti', 'cán', 'cer']",an-ti-cán-cer
anticancerigen,adjectiv,[],not-found
anticanceros,adjectiv,"['an', 'ti', 'can', 'ce', 'rós']",an-ti-can-ce-rós
anticanonic,adjectiv,"['an', 'ti', 'ca', 'nó', 'nic']",an-ti-ca-nó-nic
anticapitalist,adjectiv,"['an', 'ti', 'ca', 'pi', 'ta', 'líst']",an-ti-ca-pi-ta-líst
anticar,substantiv,"['an', 'ti', 'cár']",an-ti-cár
anticărbunos,adjectiv,"['an', 'ti', 'căr', 'bu', 'nós']",an-ti-căr-bu-nós
anticăresc,adjectiv,"['an', 'ti', 'că', 'résc']",an-ti-că-résc
anticariat,substantiv,"['an', 'ti', 'ca', 'ri', 'át']",an-ti-ca-ri-át
anticarie,substantiv,"['an', 'ti', 'cá', 'ri', 'e']",an-ti-cá-ri-e
anticărie,substantiv,"['an', 'ti', 'cá', 'ri', 'e']",an-ti-cá-ri-e
anticatod,substantiv,"['an', 'ti', 'ca', 'tód']",an-ti-ca-tód
anticatolic,adjectiv,[],not-found
anticentru,substantiv,"['an', 'ti', 'cén', 'tru']",an-ti-cén-tru
antichimic,adjectiv,"['an', 'ti', 'chí', 'mic']",an-ti-chí-mic
antichitate,substantiv,"['an', 'ti', 'chi', 'tá', 'te']",an-ti-chi-tá-te
anticiclon,substantiv,"['an', 'ti', 'ci', 'clón']",an-ti-ci-clón
anticiclonal,adjectiv,"['an', 'ti', 'ci', 'clo', 'nál']",an-ti-ci-clo-nál
anticiclonic,adjectiv,"['an', 'ti', 'ci', 'cló', 'nic']",an-ti-ci-cló-nic
anticinematografic,adjectiv,"['an', 'ti', 'ci', 'ne', 'ma', 'to', 'grá', 'fic']",an-ti-ci-ne-ma-to-grá-fic
anticipa,verb,"['an', 'ti', 'ci', 'pá']",an-ti-ci-pá
anticipant,adjectiv,"['an', 'ti', 'ci', 'pánt']",an-ti-ci-pánt
anticipare,substantiv,"['an', 'ti', 'ci', 'pá', 're']",an-ti-ci-pá-re
anticipat,adjectiv,"['an', 'ti', 'ci', 'pát']",an-ti-ci-pát
anticipat,substantiv,"['an', 'ti', 'ci', 'pát']",an-ti-ci-pát
anticipată,substantiv,"['an', 'ti', 'ci', 'pá', 'tă']",an-ti-ci-pá-tă
anticipație,substantiv,"['an', 'ti', 'ci', 'pá', 'ţi', 'e']",an-ti-ci-pá-ţi-e
anticipațiune,substantiv,[],not-found
anticipativ,adjectiv,"['an', 'ti', 'ci', 'pa', 'tív']",an-ti-ci-pa-tív
anticipator,adjectiv,"['an', 'ti', 'ci', 'pa', 'tór']",an-ti-ci-pa-tór
anticitate,substantiv,[],not-found
anticivilizator,adjectiv,"['an', 'ti', 'ci', 'vi', 'li', 'za', 'tór']",an-ti-ci-vi-li-za-tór
anticlerical,adjectiv,"['an', 'ti', 'cle', 'ri', 'cál']",an-ti-cle-ri-cál
anticlericalism,substantiv,"['an', 'ti', 'cle', 'ri', 'ca', 'lísm']",an-ti-cle-ri-ca-lísm
anticlimax,substantiv,"['an', 'ti', 'clí', 'max']",an-ti-clí-max
anticlinal,substantiv,"['an', 'ti', 'cli', 'nál']",an-ti-cli-nál
anticlinoriu,adjectiv,"['an', 'ti', 'cli', 'nó', 'riu']",an-ti-cli-nó-riu
anticlinoriu,substantiv,"['an', 'ti', 'cli', 'nó', 'riu']",an-ti-cli-nó-riu
anticlor,substantiv,"['an', 'ti', 'clór']",an-ti-clór
anticoagulant,adjectiv,"['an', 'ti', 'co', 'a', 'gu', 'lánt']",an-ti-co-a-gu-lánt
anticoagulant,substantiv,"['an', 'ti', 'co', 'a', 'gu', 'lánt']",an-ti-co-a-gu-lánt
anticolesterol,substantiv,"['an', 'ti', 'co', 'les', 'te', 'ról']",an-ti-co-les-te-ról
anticolonial,adjectiv,"['an', 'ti', 'co', 'lo', 'niál']",an-ti-co-lo-niál
anticolonialism,substantiv,"['an', 'ti', 'co', 'lo', 'ni', 'a', 'lísm']",an-ti-co-lo-ni-a-lísm
anticolonialist,adjectiv,"['an', 'ti', 'co', 'lo', 'nia', 'líst']",an-ti-co-lo-nia-líst
anticomercial,adjectiv,"['an', 'ti', 'co', 'mer', 'ciál']",an-ti-co-mer-ciál
anticomplementar,adjectiv,[],not-found
anticomunism,substantiv,"['an', 'ti', 'co', 'mu', 'nísm']",an-ti-co-mu-nísm
anticomunist,adjectiv,"['an', 'ti', 'co', 'mu', 'níst']",an-ti-co-mu-níst
anticomunist,substantiv,"['an', 'ti', 'co', 'mu', 'níst']",an-ti-co-mu-níst
anticomunistă,substantiv,"['an', 'ti', 'co', 'mu', 'nís', 'tă']",an-ti-co-mu-nís-tă
anticoncepție,substantiv,"['an', 'ti', 'con', 'cép', 'ţi', 'e']",an-ti-con-cép-ţi-e
anticoncepțional,adjectiv,"['an', 'ti', 'con', 'cep', 'ţi', 'o', 'nál']",an-ti-con-cep-ţi-o-nál
anticoncepțional,substantiv,"['an', 'ti', 'con', 'cep', 'ţi', 'o', 'nál']",an-ti-con-cep-ţi-o-nál
anticonformism,substantiv,"['an', 'ti', 'con', 'for', 'mísm']",an-ti-con-for-mísm
anticonformist,adjectiv,"['an', 'ti', 'con', 'for', 'míst']",an-ti-con-for-míst
anticongelant,adjectiv,"['an', 'ti', 'con', 'ge', 'lánt']",an-ti-con-ge-lánt
anticongelant,substantiv,"['an', 'ti', 'con', 'ge', 'lánt']",an-ti-con-ge-lánt
anticonstituțional,adjectiv,"['an', 'ti', 'con', 'sti', 'tu', 'ţio', 'nál']",an-ti-con-sti-tu-ţio-nál
anticonvulsiv,adjectiv,"['an', 'ti', 'con', 'vul', 'sív']",an-ti-con-vul-sív
anticorosiv,adjectiv,"['an', 'ti', 'co', 'ro', 'sív']",an-ti-co-ro-sív
anticorosiv,substantiv,"['an', 'ti', 'co', 'ro', 'sív']",an-ti-co-ro-sív
anticoroziv,adjectiv,[],not-found
anticorp,substantiv,"['an', 'ti', 'córp']",an-ti-córp
anticreștin,adjectiv,"['an', 'ti', 'creş', 'tín']",an-ti-creş-tín
anticreștin,substantiv,"['an', 'ti', 'creş', 'tín']",an-ti-creş-tín
anticreștină,substantiv,"['an', 'ti', 'creş', 'tí', 'nă']",an-ti-creş-tí-nă
anticreștinism,substantiv,"['an', 'ti', 'creş', 'ti', 'nísm']",an-ti-creş-ti-nísm
anticreză,substantiv,[],not-found
anticriptogamic,adjectiv,"['an', 'ti', 'crip', 'to', 'gá', 'mic']",an-ti-crip-to-gá-mic
anticriptogamic,substantiv,"['an', 'ti', 'crip', 'to', 'gá', 'mic']",an-ti-crip-to-gá-mic
anticrist,adjectiv,[],not-found
anticrist,substantiv,[],not-found
anticristă,substantiv,[],not-found
anticritic,adjectiv,"['an', 'ti', 'crí', 'tic']",an-ti-crí-tic
anticritică,substantiv,"['an', 'ti', 'crí', 'ti', 'ca']",an-ti-crí-ti-ca
anticultural,adjectiv,"['an', 'ti', 'cul', 'tu', 'rál']",an-ti-cul-tu-rál
anticvă,substantiv,"['an', 'tíc', 'va']",an-tíc-va
antideflagrant,adjectiv,"['an', 'ti', 'de', 'fla', 'gránt']",an-ti-de-fla-gránt
antidemocrat,substantiv,"['an', 'ti', 'de', 'mo', 'crát']",an-ti-de-mo-crát
antidemocratic,adjectiv,"['an', 'ti', 'de', 'mo', 'crá', 'tic']",an-ti-de-mo-crá-tic
antidemocrație,substantiv,"['an', 'ti', 'de', 'mo', 'cra', 'ţí', 'e']",an-ti-de-mo-cra-ţí-e
antidemocratism,substantiv,"['an', 'ti', 'de', 'mo', 'cra', 'tísm']",an-ti-de-mo-cra-tísm
antidepresant,adjectiv,"['an', 'ti', 'de', 'pre', 'sánt']",an-ti-de-pre-sánt
antidepresiv,adjectiv,"['an', 'ti', 'de', 'pre', 'sív']",an-ti-de-pre-sív
antiderapant,adjectiv,"['an', 'ti', 'de', 'ra', 'pánt']",an-ti-de-ra-pánt
antidetonant,substantiv,"['an', 'ti', 'de', 'to', 'nánt']",an-ti-de-to-nánt
antidiabetic,adjectiv,"['an', 'ti', 'dia', 'bé', 'tic']",an-ti-dia-bé-tic
antidiabetogen,adjectiv,[],not-found
antidiareic,adjectiv,[],not-found
antidiareic,substantiv,[],not-found
antidictatorial,adjectiv,"['an', 'ti', 'dic', 'ta', 'to', 'riál']",an-ti-dic-ta-to-riál
antidifteric,adjectiv,"['an', 'ti', 'dif', 'té', 'ric']",an-ti-dif-té-ric
antidinastic,adjectiv,"['an', 'ti', 'di', 'nás', 'tic']",an-ti-di-nás-tic
antidiuretic,adjectiv,"['an', 'ti', 'diu', 'ré', 'tic']",an-ti-diu-ré-tic
antidiureză,substantiv,[],not-found
antidogmatic,adjectiv,"['an', 'ti', 'dog', 'má', 'tic']",an-ti-dog-má-tic
antidogmatism,substantiv,"['an', 'ti', 'dog', 'ma', 'tísm']",an-ti-dog-ma-tísm
antidoping,substantiv,"['an', 'ti', 'dó', 'ping']",an-ti-dó-ping
antidot,substantiv,"['an', 'ti', 'dót']",an-ti-dót
antidrog,adjectiv,"['an', 'ti', 'dróg']",an-ti-dróg
antidrog,substantiv,"['an', 'ti', 'dróg']",an-ti-dróg
antidumping,substantiv,"['an', 'ti', 'dúm', 'ping']",an-ti-dúm-ping
antieconomic,adjectiv,"['an', 'tie', 'co', 'nó', 'mic']",an-tie-co-nó-mic
antieducativ,adjectiv,[],not-found
antielectron,substantiv,"['an', 'ti', 'e', 'lec', 'trón']",an-ti-e-lec-trón
antiemetic,adjectiv,[],not-found
antienzimă,substantiv,"['an', 'ti', 'en', 'zí', 'ma']",an-ti-en-zí-ma
antiepidemic,adjectiv,"['an', 'ti', 'e', 'pi', 'dé', 'mic']",an-ti-e-pi-dé-mic
antierou,substantiv,"['an', 'tie', 'róu']",an-tie-róu
antiestetic,adjectiv,"['an', 'ti', 'es', 'té', 'tic']",an-ti-es-té-tic
antifading,adjectiv,"['an', 'ti', 'fá', 'ding']",an-ti-fá-ding
antifascism,substantiv,"['an', 'ti', 'fas', 'císm']",an-ti-fas-císm
antifascist,adjectiv,"['an', 'ti', 'fas', 'císt']",an-ti-fas-císt
antifebril,adjectiv,"['an', 'ti', 'fe', 'bríl']",an-ti-fe-bríl
antifebrină,substantiv,"['an', 'ti', 'fe', 'brí', 'na']",an-ti-fe-brí-na
antiferment,substantiv,"['an', 'ti', 'fer', 'mént']",an-ti-fer-mént
antifetișist,adjectiv,"['an', 'ti', 'fe', 'ti', 'şíst']",an-ti-fe-ti-şíst
antifeudal,adjectiv,"['an', 'ti', 'fe', 'u', 'dál']",an-ti-fe-u-dál
antifilistinism,substantiv,"['an', 'ti', 'fi', 'lis', 'ti', 'nísm']",an-ti-fi-lis-ti-nísm
antifilosofic,adjectiv,[],not-found
antifilozofic,adjectiv,"['an', 'ti', 'fi', 'lo', 'zó', 'fic']",an-ti-fi-lo-zó-fic
antiflogistic,adjectiv,[],not-found
antifon,substantiv,"['an', 'ti', 'fón']",an-ti-fón
antifonar,substantiv,"['an', 'ti', 'fo', 'nár']",an-ti-fo-nár
antifonare,substantiv,"['an', 'ti', 'fo', 'ná', 're']",an-ti-fo-ná-re
antifonic,adjectiv,"['an', 'ti', 'fó', 'nic']",an-ti-fó-nic
antifonie,substantiv,"['an', 'ti', 'fo', 'ní', 'e']",an-ti-fo-ní-e
antifrază,substantiv,"['an', 'ti', 'frá', 'za']",an-ti-frá-za
antifricțiune,substantiv,"['an', 'ti', 'fric', 'ţi', 'ú', 'ne']",an-ti-fric-ţi-ú-ne
antifurt,substantiv,"['an', 'ti', 'fúrt']",an-ti-fúrt
antigel,substantiv,"['an', 'ti', 'gél']",an-ti-gél
antigen,adjectiv,"['an', 'ti', 'gén']",an-ti-gén
antigen,substantiv,"['an', 'ti', 'gén']",an-ti-gén
antigenic,adjectiv,"['an', 'ti', 'gé', 'nic']",an-ti-gé-nic
antiglobulină,substantiv,[],not-found
antigraf,substantiv,"['an', 'ti', 'gráf']",an-ti-gráf
antigravitație,substantiv,"['an', 'ti', 'gra', 'vi', 'tá', 'ţi', 'e']",an-ti-gra-vi-tá-ţi-e
antigravitațional,adjectiv,"['an', 'ti', 'gra', 'vi', 'ta', 'ţio', 'nál']",an-ti-gra-vi-ta-ţio-nál
antigrevist,adjectiv,"['an', 'ti', 'gre', 'víst']",an-ti-gre-víst
antigripal,adjectiv,"['an', 'ti', 'gri', 'pál']",an-ti-gri-pál
antigrizutos,adjectiv,"['an', 'ti', 'gri', 'zu', 'tós']",an-ti-gri-zu-tós
antiguan,adjectiv,[],not-found
antiguvernamental,adjectiv,"['an', 'ti', 'gu', 'ver', 'na', 'men', 'tál']",an-ti-gu-ver-na-men-tál
antihalo,substantiv,"['an', 'ti', 'ha', 'ló']",an-ti-ha-ló
antihelmintic,adjectiv,"['an', 'ti', 'hel', 'mín', 'tic']",an-ti-hel-mín-tic
antihemolitic,adjectiv,[],not-found
antihemoragic,adjectiv,"['an', 'ti', 'he', 'mo', 'rá', 'gic']",an-ti-he-mo-rá-gic
antihemoragic,substantiv,"['an', 'ti', 'he', 'mo', 'rá', 'gic']",an-ti-he-mo-rá-gic
antihemoroidal,adjectiv,"['an', 'ti', 'he', 'mo', 'ro', 'i', 'dál']",an-ti-he-mo-ro-i-dál
antihistaminic,adjectiv,"['an', 'ti', 'his', 'ta', 'mí', 'nic']",an-ti-his-ta-mí-nic
antihistaminic,substantiv,"['an', 'ti', 'his', 'ta', 'mí', 'nic']",an-ti-his-ta-mí-nic
antihitlerist,adjectiv,"['an', 'ti', 'hi', 'tle', 'ríst']",an-ti-hi-tle-ríst
antiholeric,adjectiv,"['an', 'ti', 'ho', 'lé', 'ric']",an-ti-ho-lé-ric
antiholeric,substantiv,"['an', 'ti', 'ho', 'lé', 'ric']",an-ti-ho-lé-ric
antihormon,substantiv,"['an', 'ti', 'hor', 'món']",an-ti-hor-món
antihreză,substantiv,"['an', 'ti', 'hré', 'za']",an-ti-hré-za
antihrist,substantiv,"['an', 'ti', 'hríst']",an-ti-hríst
antiimperialism,substantiv,"['an', 'ti', 'im', 'pe', 'ri', 'a', 'lísm']",an-ti-im-pe-ri-a-lísm
antiimperialist,adjectiv,"['an', 'ti', 'im', 'pe', 'ri', 'a', 'líst']",an-ti-im-pe-ri-a-líst
antiinfecțios,adjectiv,"['an', 'ti', 'in', 'fec', 'ţiós']",an-ti-in-fec-ţiós
antiinflamator,adjectiv,"['an', 'tiin', 'fla', 'ma', 'tór']",an-tiin-fla-ma-tór
antiinflamator,substantiv,"['an', 'tiin', 'fla', 'ma', 'tór']",an-tiin-fla-ma-tór
antiinflamatoriu,adjectiv,[],not-found
antiinflație,substantiv,[],not-found
antiinflaționist,adjectiv,"['an', 'tiin', 'fla', 'ţio', 'níst']",an-tiin-fla-ţio-níst
antiinfracțional,adjectiv,[],not-found
antiinsulină,substantiv,[],not-found
antiintelectual,adjectiv,"['an', 'tiin', 'te', 'lec', 'tuál']",an-tiin-te-lec-tuál
antiintelectual,substantiv,"['an', 'tiin', 'te', 'lec', 'tuál']",an-tiin-te-lec-tuál
antiintelectuală,substantiv,"['an', 'tiin', 'te', 'lec', 'tuá', 'lă']",an-tiin-te-lec-tuá-lă
antiintelectualism,substantiv,"['an', 'ti', 'in', 'te', 'lec', 'tu', 'a', 'lísm']",an-ti-in-te-lec-tu-a-lísm
antiintelectualist,adjectiv,"['an', 'ti', 'in', 'te', 'lec', 'tu', 'a', 'líst']",an-ti-in-te-lec-tu-a-líst
antiintelectualist,substantiv,"['an', 'ti', 'in', 'te', 'lec', 'tu', 'a', 'líst']",an-ti-in-te-lec-tu-a-líst
antiintelectualistă,substantiv,"['an', 'ti', 'in', 'te', 'lec', 'tu', 'a', 'lís', 'tă']",an-ti-in-te-lec-tu-a-lís-tă
antiistoricism,substantiv,[],not-found
antiistorism,substantiv,"['an', 'ti', 'is', 'to', 'rísm']",an-ti-is-to-rísm
antijunimism,substantiv,"['an', 'ti', 'ju', 'ni', 'mísm']",an-ti-ju-ni-mísm
antijunimist,adjectiv,"['an', 'ti', 'ju', 'ni', 'míst']",an-ti-ju-ni-míst
antiliteratură,substantiv,"['an', 'ti', 'li', 'te', 'ra', 'tú', 'ra']",an-ti-li-te-ra-tú-ra
antilogaritm,substantiv,"['an', 'ti', 'lo', 'ga', 'rítm']",an-ti-lo-ga-rítm
antilogie,substantiv,"['an', 'ti', 'lo', 'gí', 'e']",an-ti-lo-gí-e
antilopă,substantiv,"['an', 'ti', 'ló', 'pa']",an-ti-ló-pa
antiluetic,adjectiv,"['an', 'ti', 'lu', 'é', 'tic']",an-ti-lu-é-tic
antiluetic,substantiv,"['an', 'ti', 'lu', 'é', 'tic']",an-ti-lu-é-tic
antimaghiar,adjectiv,[],not-found
antimagnetic,adjectiv,"['an', 'ti', 'mag', 'né', 'tic']",an-ti-mag-né-tic
antimalaric,adjectiv,"['an', 'ti', 'ma', 'lá', 'ric']",an-ti-ma-lá-ric
antimalaric,substantiv,"['an', 'ti', 'ma', 'lá', 'ric']",an-ti-ma-lá-ric
antimarxist,adjectiv,[],not-found
antimască,substantiv,[],not-found
antimaterialist,adjectiv,"['an', 'ti', 'ma', 'te', 'ria', 'líst']",an-ti-ma-te-ria-líst
antimaterie,substantiv,"['an', 'ti', 'ma', 'té', 'ri', 'e']",an-ti-ma-té-ri-e
antimemorii,substantiv,"['an', 'ti', 'me', 'mó', 'rii']",an-ti-me-mó-rii
antimeridian,substantiv,"['an', 'ti', 'me', 'ri', 'dián']",an-ti-me-ri-dián
antimetabolă,substantiv,"['an', 'ti', 'me', 'ta', 'bó', 'la']",an-ti-me-ta-bó-la
antimetabolit,substantiv,[],not-found
antimetateză,substantiv,[],not-found
antimicotic,adjectiv,[],not-found
antimicrobian,adjectiv,"['an', 'ti', 'mi', 'cro', 'bián']",an-ti-mi-cro-bián
